Year,NOC,Gold,Silver,Bronze,Is_Host,Total_medals,Total_events_4_Years,Total_events_8_Years,Total_events_12_Years,Total_disciplines_4_Years,Total_disciplines_8_Years,Total_disciplines_12_Years,Total_sports_4_Years,Total_sports_8_Years,Total_sports_12_Years,Participants_4_Years,Participants_8_Years,Participants_12_Years,Gold_4_Years,Gold_8_Years,Gold_12_Years,Total_medals_4_Years,Total_medals_8_Years,Total_medals_12_Years
1906,SUI,8,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,SUI,0,0,0,0,0,43,0,0,10,0,0,11,0,0,8,0,0,1,0,0,3,0,0
1912,SUI,2,0,0,0,2,97,0,0,22,0,0,20,0,0,52,0,0,16,0,0,21,0,0
1920,SUI,6,2,21,0,29,95,0,0,18,0,0,16,0,0,7,0,0,1,0,0,3,0,0
1924,SUI,14,25,21,0,60,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,12,0,0
1928,SUI,16,10,4,0,30,110,43,0,25,10,0,22,11,0,1,8,0,0,1,0,0,3,0
1932,SUI,0,1,0,0,1,102,97,0,18,22,0,14,20,0,7,52,0,2,16,0,2,21,0
1936,SUI,5,23,24,0,52,156,95,0,29,18,0,22,16,0,126,7,0,6,1,0,29,3,0
1948,SUI,5,25,6,0,36,126,0,0,23,0,0,17,0,0,262,45,0,14,8,0,60,12,0
1952,SUI,2,19,12,0,33,109,110,43,20,25,10,14,22,11,236,1,8,16,0,1,30,0,3
1956,SUI,0,0,3,0,3,117,102,97,20,18,22,14,14,20,9,7,52,0,2,16,1,2,21
1960,SUI,0,6,6,0,12,129,156,95,25,29,18,19,22,16,328,126,7,5,6,1,52,29,3
1964,SUI,1,4,1,0,6,136,126,0,23,23,0,17,17,0,287,262,45,5,14,8,36,60,12
1968,SUI,0,3,10,0,13,149,109,110,23,20,25,17,14,22,251,236,1,2,16,0,33,30,0
1972,SUI,0,8,0,0,8,151,117,102,23,20,18,17,14,14,18,9,7,0,0,2,3,1,2
1976,SUI,1,3,6,0,10,150,129,156,23,25,29,17,19,22,221,328,126,0,5,6,12,52,29
1980,SUI,2,0,0,0,2,163,136,126,25,23,23,19,17,17,129,287,262,1,5,14,6,36,60
1984,SUI,0,9,4,0,13,172,149,109,24,23,20,18,17,14,155,251,236,0,2,16,13,33,30
1988,SUI,0,6,2,0,8,195,151,117,28,23,20,21,17,14,265,18,9,0,0,0,8,3,1
1992,SUI,1,0,0,0,1,198,150,129,27,23,25,21,17,19,101,221,328,1,0,5,10,12,52
1996,SUI,5,6,0,0,11,203,163,136,27,25,23,21,19,17,86,129,287,2,1,5,2,6,36
2000,SUI,1,11,2,0,14,221,172,149,29,24,23,21,18,17,245,155,251,0,0,2,13,13,33
2004,SUI,1,2,4,0,7,237,195,151,31,28,23,23,21,17,151,265,18,0,0,0,8,8,3
2008,SUI,3,1,7,0,11,257,198,150,34,27,23,25,21,17,171,101,221,1,1,0,1,10,12
2012,SUI,2,2,0,0,4,271,203,163,37,27,25,25,21,19,172,86,129,5,2,1,11,2,6
2016,SUI,6,3,2,0,11,300,221,172,40,29,24,27,21,18,138,245,155,1,0,0,14,13,13
2020,SUI,3,5,7,0,15,301,237,195,40,31,28,27,23,21,138,151,265,1,0,0,7,8,8
2024,SUI,1,2,7,0,10,302,257,198,42,34,27,27,25,21,116,171,101,3,1,1,11,1,10
1968,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,SUR,1,0,0,0,1,172,0,0,24,0,0,18,0,0,1,0,0,0,0,0,0,0,0
1992,SUR,0,0,1,0,1,195,0,0,28,0,0,21,0,0,3,0,0,0,0,0,0,0,0
1996,SUR,0,0,0,0,0,198,0,0,27,0,0,21,0,0,4,0,0,0,0,0,0,0,0
2000,SUR,0,0,0,0,0,221,0,0,29,0,0,21,0,0,7,0,0,0,0,0,0,0,0
2004,SUR,0,0,0,0,0,237,172,0,31,24,0,23,18,0,10,1,0,1,0,0,1,0,0
2008,SUR,0,0,0,0,0,257,195,0,34,28,0,25,21,0,9,3,0,0,0,0,1,0,0
2012,SUR,0,0,0,0,0,271,198,0,37,27,0,25,21,0,11,4,0,0,0,0,0,0,0
2016,SUR,0,0,0,0,0,300,221,0,40,29,0,27,21,0,5,7,0,0,0,0,0,0,0
2020,SUR,0,0,0,0,0,301,237,172,40,31,24,27,23,18,4,10,1,0,1,0,0,1,0
2024,SUR,0,0,0,0,0,302,257,195,42,34,28,27,25,21,4,9,3,0,0,0,0,1,0
1996,SVK,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,SVK,2,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,SVK,3,2,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,SVK,4,5,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SVK,0,1,4,0,5,271,0,0,37,0,0,25,0,0,98,0,0,1,0,0,3,0,0
2016,SVK,3,5,0,0,8,300,0,0,40,0,0,27,0,0,132,0,0,2,0,0,6,0,0
2020,SVK,1,2,4,0,7,301,0,0,40,0,0,27,0,0,84,0,0,3,0,0,10,0,0
2024,SVK,0,0,1,0,1,302,0,0,42,0,0,27,0,0,67,0,0,4,0,0,10,0,0
1896,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,SWE,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,SWE,2,5,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,SWE,48,18,18,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,SWE,103,62,25,1,190,43,0,0,10,0,0,11,0,0,5,0,0,0,0,0,0,0,0
1920,SWE,52,38,64,0,154,97,0,0,22,0,0,20,0,0,27,0,0,3,0,0,4,0,0
1924,SWE,7,22,43,0,72,0,0,0,0,0,0,0,0,0,95,0,0,2,0,0,21,0,0
1928,SWE,7,8,22,0,37,110,0,0,25,0,0,22,0,0,276,0,0,48,0,0,84,0,0
1932,SWE,13,7,12,0,32,102,43,0,18,10,0,14,11,0,714,5,0,103,0,0,190,0,0
1936,SWE,7,11,17,0,35,156,97,0,29,22,0,22,20,0,404,27,0,52,3,0,154,4,0
1948,SWE,30,15,30,0,75,126,0,0,23,0,0,17,0,0,256,95,0,7,2,0,72,21,0
1952,SWE,23,24,23,0,70,109,110,0,20,25,0,14,22,0,139,276,0,7,48,0,37,84,0
1956,SWE,14,14,6,0,34,117,102,43,20,18,10,14,14,11,128,714,5,13,103,0,32,190,0
1960,SWE,2,2,3,0,7,129,156,97,25,29,22,19,22,20,231,404,27,7,52,3,35,154,4
1964,SWE,3,4,8,0,15,136,126,0,23,23,0,17,17,0,223,256,95,30,7,2,75,72,21
1968,SWE,4,4,1,0,9,149,109,110,23,20,25,17,14,22,355,139,276,23,7,48,70,37,84
1972,SWE,4,10,8,0,22,151,117,102,23,20,18,17,14,14,186,128,714,14,13,103,34,32,190
1976,SWE,9,1,0,0,10,150,129,156,23,25,29,17,19,22,258,231,404,2,7,52,7,35,154
1980,SWE,3,8,9,0,20,163,136,126,25,23,23,19,17,17,175,223,256,3,30,7,15,75,72
1984,SWE,3,18,13,0,34,172,149,109,24,23,20,18,17,14,186,355,139,4,23,7,9,70,37
1988,SWE,0,5,11,0,16,195,151,117,28,23,20,21,17,14,186,186,128,4,14,13,22,34,32
1992,SWE,1,27,7,0,35,198,150,129,27,23,25,21,17,19,163,258,231,9,2,7,10,7,35
1996,SWE,3,23,5,0,31,203,163,136,27,25,23,21,19,17,201,175,223,3,3,30,20,15,75
2000,SWE,4,20,8,0,32,221,172,149,29,24,23,21,18,17,254,186,355,3,4,23,34,9,70
2004,SWE,5,5,2,0,12,237,195,151,31,28,23,23,21,17,251,186,186,0,4,14,16,22,34
2008,SWE,0,5,2,0,7,257,198,150,34,27,23,25,21,17,252,163,258,1,9,2,35,10,7
2012,SWE,2,17,3,0,22,271,203,163,37,27,25,25,21,19,233,201,175,3,3,3,31,20,15
2016,SWE,2,23,3,0,28,300,221,172,40,29,24,27,21,18,198,254,186,4,3,4,32,34,9
2020,SWE,6,28,0,0,34,301,237,195,40,31,28,27,23,21,157,251,186,5,0,4,12,16,22
2024,SWE,5,7,4,0,16,302,257,198,42,34,27,27,25,21,169,252,163,0,1,9,7,35,10
1972,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,SWZ,0,0,0,0,0,195,0,0,28,0,0,21,0,0,4,0,0,0,0,0,0,0,0
2000,SWZ,0,0,0,0,0,221,0,0,29,0,0,21,0,0,11,0,0,0,0,0,0,0,0
2004,SWZ,0,0,0,0,0,237,0,0,31,0,0,23,0,0,15,0,0,0,0,0,0,0,0
2008,SWZ,0,0,0,0,0,257,0,0,34,0,0,25,0,0,10,0,0,0,0,0,0,0,0
2012,SWZ,0,0,0,0,0,271,195,0,37,28,0,25,21,0,6,4,0,0,0,0,0,0,0
2016,SWZ,0,0,0,0,0,300,221,0,40,29,0,27,21,0,6,11,0,0,0,0,0,0,0
2020,SWZ,0,0,0,0,0,301,237,0,40,31,0,27,23,0,3,15,0,0,0,0,0,0,0
2024,SWZ,0,0,0,0,0,302,257,0,42,34,0,27,25,0,4,10,0,0,0,0,0,0,0
1948,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,SYR,0,1,0,0,1,136,0,0,23,0,0,17,0,0,1,0,0,0,0,0,0,0,0
1988,SYR,0,0,0,0,0,172,0,0,24,0,0,18,0,0,2,0,0,0,0,0,0,0,0
1992,SYR,0,0,0,0,0,195,0,0,28,0,0,21,0,0,5,0,0,0,0,0,0,0,0
1996,SYR,1,0,0,0,1,203,0,0,27,0,0,21,0,0,71,0,0,0,0,0,0,0,0
2000,SYR,0,0,0,0,0,221,136,0,29,23,0,21,17,0,9,1,0,0,0,0,1,0,0
2004,SYR,0,0,1,0,1,237,172,0,31,24,0,23,18,0,13,2,0,0,0,0,0,0,0
2008,SYR,0,0,0,0,0,257,195,0,34,28,0,25,21,0,9,5,0,0,0,0,0,0,0
2012,SYR,0,0,0,0,0,271,203,0,37,27,0,25,21,0,8,71,0,1,0,0,1,0,0
2016,SYR,0,0,0,0,0,300,221,136,40,29,23,27,21,17,8,9,1,0,0,0,0,1,0
2020,SYR,0,0,1,0,1,301,237,172,40,31,24,27,23,18,6,13,2,0,0,0,1,0,0
2024,SYR,0,0,0,0,0,302,257,195,42,34,28,27,25,21,7,9,5,0,0,0,0,0,0
1964,TAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,TAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,TAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,TAN,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,TAN,0,0,0,0,0,163,0,0,25,0,0,19,0,0,4,0,0,0,0,0,0,0,0
1988,TAN,0,0,0,0,0,172,0,0,24,0,0,18,0,0,5,0,0,0,0,0,0,0,0
1992,TAN,0,0,0,0,0,195,0,0,28,0,0,21,0,0,22,0,0,0,0,0,0,0,0
1996,TAN,0,0,0,0,0,203,0,0,27,0,0,21,0,0,48,0,0,0,0,0,2,0,0
2000,TAN,0,0,0,0,0,221,163,0,29,25,0,21,19,0,21,4,0,0,0,0,0,0,0
2004,TAN,0,0,0,0,0,237,172,0,31,24,0,23,18,0,10,5,0,0,0,0,0,0,0
2008,TAN,0,0,0,0,0,257,195,0,34,28,0,25,21,0,9,22,0,0,0,0,0,0,0
2012,TAN,0,0,0,0,0,271,203,0,37,27,0,25,21,0,7,48,0,0,0,0,0,2,0
2016,TAN,0,0,0,0,0,300,221,163,40,29,25,27,21,19,4,21,4,0,0,0,0,0,0
2020,TAN,0,0,0,0,0,301,237,172,40,31,24,27,23,18,9,10,5,0,0,0,0,0,0
2024,TAN,0,0,0,0,0,302,257,195,42,34,28,27,25,21,9,9,22,0,0,0,0,0,0
1920,TCH,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,TCH,1,4,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,TCH,2,12,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,TCH,1,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,TCH,5,12,1,0,18,156,0,0,29,0,0,22,0,0,182,0,0,0,0,0,10,0,0
1948,TCH,14,3,3,0,20,126,0,0,23,0,0,17,0,0,242,0,0,1,0,0,10,0,0
1952,TCH,11,4,10,0,25,109,0,0,20,0,0,14,0,0,147,0,0,2,0,0,16,0,0
1956,TCH,1,5,1,0,7,117,0,0,20,0,0,14,0,0,44,0,0,1,0,0,6,0,0
1960,TCH,4,7,11,0,22,129,156,0,25,29,0,19,22,0,293,182,0,5,0,0,18,10,0
1964,TCH,5,37,12,0,54,136,126,0,23,23,0,17,17,0,153,242,0,14,1,0,20,10,0
1968,TCH,7,7,15,0,29,149,109,0,23,20,0,17,14,0,218,147,0,11,2,0,25,16,0
1972,TCH,2,21,6,0,29,151,117,0,23,20,0,17,14,0,161,44,0,1,1,0,7,6,0
1976,TCH,2,4,9,0,15,150,129,156,23,25,29,17,19,22,202,293,182,4,5,0,22,18,10
1980,TCH,17,18,16,0,51,163,136,126,25,23,23,19,17,17,187,153,242,5,14,1,54,20,10
1988,TCH,3,4,3,0,10,172,149,109,24,23,20,18,17,14,203,218,147,7,11,2,29,25,16
1992,TCH,4,3,1,0,8,195,151,117,28,23,20,21,17,14,274,161,44,2,1,1,29,7,6
1984,TGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,TGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,TGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,TGA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,TGA,0,0,0,0,0,221,0,0,29,0,0,21,0,0,7,0,0,0,0,0,0,0,0
2004,TGA,0,0,0,0,0,237,0,0,31,0,0,23,0,0,7,0,0,0,0,0,0,0,0
2008,TGA,0,0,0,0,0,257,0,0,34,0,0,25,0,0,5,0,0,0,0,0,0,0,0
2012,TGA,0,0,0,0,0,271,0,0,37,0,0,25,0,0,5,0,0,0,0,0,1,0,0
2016,TGA,0,0,0,0,0,300,221,0,40,29,0,27,21,0,3,7,0,0,0,0,0,0,0
2020,TGA,0,0,0,0,0,301,237,0,40,31,0,27,23,0,5,7,0,0,0,0,0,0,0
2024,TGA,0,0,0,0,0,302,257,0,42,34,0,27,25,0,3,5,0,0,0,0,0,0,0
1952,THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,THA,0,0,0,0,0,149,0,0,23,0,0,17,0,0,15,0,0,0,0,0,0,0,0
1972,THA,0,0,0,0,0,151,0,0,23,0,0,17,0,0,40,0,0,0,0,0,0,0,0
1976,THA,0,0,1,0,1,150,0,0,23,0,0,17,0,0,24,0,0,0,0,0,0,0,0
1984,THA,0,1,0,0,1,163,0,0,25,0,0,19,0,0,67,0,0,0,0,0,0,0,0
1988,THA,0,0,1,0,1,172,149,0,24,23,0,18,17,0,46,15,0,0,0,0,0,0,0
1992,THA,0,0,1,0,1,195,151,0,28,23,0,21,17,0,37,40,0,0,0,0,0,0,0
1996,THA,1,0,1,0,2,198,150,0,27,23,0,21,17,0,62,24,0,0,0,0,1,0,0
2000,THA,1,0,2,0,3,221,163,0,29,25,0,21,19,0,40,67,0,0,0,0,1,0,0
2004,THA,3,1,4,0,8,237,172,149,31,24,23,23,18,17,15,46,15,0,0,0,1,0,0
2008,THA,2,2,0,0,4,257,195,151,34,28,23,25,21,17,64,37,40,0,0,0,1,0,0
2012,THA,0,2,1,0,3,271,198,150,37,27,23,25,21,17,58,62,24,1,0,0,2,1,0
2016,THA,2,2,2,0,6,300,221,163,40,29,25,27,21,19,68,40,67,1,0,0,3,1,0
2020,THA,1,0,1,0,2,301,237,172,40,31,24,27,23,18,51,15,46,3,0,0,8,1,0
2024,THA,1,3,2,0,6,302,257,195,42,34,28,27,25,21,53,64,37,2,0,0,4,1,0
1996,TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,TJK,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,TJK,0,0,1,0,1,271,0,0,37,0,0,25,0,0,8,0,0,0,0,0,0,0,0
2016,TJK,1,0,0,0,1,300,0,0,40,0,0,27,0,0,4,0,0,0,0,0,0,0,0
2020,TJK,0,0,0,0,0,301,0,0,40,0,0,27,0,0,9,0,0,0,0,0,0,0,0
2024,TJK,0,0,3,0,3,302,0,0,42,0,0,27,0,0,16,0,0,0,0,0,2,0,0
1996,TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,TKM,0,0,0,0,0,271,0,0,37,0,0,25,0,0,7,0,0,0,0,0,0,0,0
2016,TKM,0,0,0,0,0,300,0,0,40,0,0,27,0,0,8,0,0,0,0,0,0,0,0
2020,TKM,0,1,0,0,1,301,0,0,40,0,0,27,0,0,10,0,0,0,0,0,0,0,0
2024,TKM,0,0,0,0,0,302,0,0,42,0,0,27,0,0,10,0,0,0,0,0,0,0,0
2004,TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,TLS,0,0,0,0,0,301,0,0,40,0,0,27,0,0,2,0,0,0,0,0,0,0,0
2024,TLS,0,0,0,0,0,302,0,0,42,0,0,27,0,0,1,0,0,0,0,0,0,0,0
1972,TOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,TOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,TOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,TOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,TOG,0,0,0,0,0,195,0,0,28,0,0,21,0,0,7,0,0,0,0,0,0,0,0
2000,TOG,0,0,0,0,0,221,0,0,29,0,0,21,0,0,6,0,0,0,0,0,0,0,0
2004,TOG,0,0,0,0,0,237,0,0,31,0,0,23,0,0,6,0,0,0,0,0,0,0,0
2008,TOG,0,0,1,0,1,257,0,0,34,0,0,25,0,0,9,0,0,0,0,0,0,0,0
2012,TOG,0,0,0,0,0,271,195,0,37,28,0,25,21,0,7,7,0,0,0,0,0,0,0
2016,TOG,0,0,0,0,0,300,221,0,40,29,0,27,21,0,3,6,0,0,0,0,0,0,0
2020,TOG,0,0,0,0,0,301,237,0,40,31,0,27,23,0,3,6,0,0,0,0,0,0,0
2024,TOG,0,0,0,0,0,302,257,0,42,34,0,27,25,0,4,9,0,0,0,0,1,0,0
1956,TPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,TPE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,TPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,TPE,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,TPE,0,0,0,0,0,151,0,0,23,0,0,17,0,0,23,0,0,0,0,0,0,0,0
1984,TPE,0,0,1,0,1,150,0,0,23,0,0,17,0,0,31,0,0,0,0,0,1,0,0
1988,TPE,0,0,0,0,0,163,0,0,25,0,0,19,0,0,96,0,0,0,0,0,0,0,0
1992,TPE,0,20,0,0,20,172,0,0,24,0,0,18,0,0,93,0,0,0,0,0,1,0,0
1996,TPE,0,1,0,0,1,195,151,0,28,23,0,21,17,0,44,23,0,0,0,0,0,0,0
2000,TPE,0,1,4,0,5,221,150,0,29,23,0,21,17,0,52,31,0,0,0,0,1,1,0
2004,TPE,2,4,3,0,9,237,163,0,31,25,0,23,19,0,123,96,0,0,0,0,0,0,0
2008,TPE,0,0,4,0,4,257,172,0,34,24,0,25,18,0,38,93,0,0,0,0,20,1,0
2012,TPE,0,1,1,0,2,271,195,151,37,28,23,25,21,17,107,44,23,0,0,0,1,0,0
2016,TPE,1,0,4,0,5,300,221,150,40,29,23,27,21,17,75,52,31,0,0,0,5,1,1
2020,TPE,3,6,7,0,16,301,237,163,40,31,25,27,23,19,104,123,96,2,0,0,9,0,0
2024,TPE,3,0,5,0,8,302,257,172,42,34,24,27,25,18,92,38,93,0,0,0,4,20,1
1948,TTO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,TTO,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,TTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,TTO,0,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,TTO,0,0,0,0,0,136,0,0,23,0,0,17,0,0,9,0,0,0,0,0,1,0,0
1972,TTO,0,0,0,0,0,149,0,0,23,0,0,17,0,0,2,0,0,0,0,0,2,0,0
1976,TTO,1,0,0,0,1,151,0,0,23,0,0,17,0,0,10,0,0,0,0,0,0,0,0
1980,TTO,0,0,0,0,0,163,0,0,25,0,0,19,0,0,18,0,0,0,0,0,6,0,0
1984,TTO,0,0,0,0,0,172,136,0,24,23,0,18,17,0,25,9,0,0,0,0,0,1,0
1988,TTO,0,0,0,0,0,195,149,0,28,23,0,21,17,0,36,2,0,0,0,0,0,2,0
1992,TTO,0,0,0,0,0,198,151,0,27,23,0,21,17,0,20,10,0,1,0,0,1,0,0
1996,TTO,0,0,2,0,2,203,163,0,27,25,0,21,19,0,15,18,0,0,0,0,0,6,0
2000,TTO,0,1,1,0,2,221,172,136,29,24,23,21,18,17,23,25,9,0,0,0,0,0,1
2004,TTO,0,0,1,0,1,237,195,149,31,28,23,23,21,17,10,36,2,0,0,0,0,0,2
2008,TTO,5,1,0,0,6,257,198,151,34,27,23,25,21,17,13,20,10,0,1,0,0,1,0
2012,TTO,1,4,5,0,10,271,203,163,37,27,25,25,21,19,16,15,18,0,0,0,2,0,6
2016,TTO,0,0,1,0,1,300,221,172,40,29,24,27,21,18,29,23,25,0,0,0,2,0,0
2020,TTO,0,0,0,0,0,301,237,195,40,31,28,27,23,21,26,10,36,0,0,0,1,0,0
2024,TTO,0,0,0,0,0,302,257,198,42,34,27,27,25,21,35,13,20,5,0,1,6,0,1
1960,TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,TUN,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,TUN,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,TUN,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,TUN,0,0,0,0,0,150,0,0,23,0,0,17,0,0,56,0,0,0,0,0,0,0,0
1984,TUN,0,0,0,0,0,163,0,0,25,0,0,19,0,0,12,0,0,0,0,0,2,0,0
1988,TUN,0,0,0,0,0,172,0,0,24,0,0,18,0,0,8,0,0,1,0,0,2,0,0
1992,TUN,0,0,0,0,0,195,0,0,28,0,0,21,0,0,37,0,0,0,0,0,1,0,0
1996,TUN,0,0,1,0,1,198,150,0,27,23,0,21,17,0,16,56,0,0,0,0,0,0,0
2000,TUN,0,0,0,0,0,221,163,0,29,25,0,21,19,0,28,12,0,0,0,0,0,2,0
2004,TUN,0,0,0,0,0,237,172,0,31,24,0,23,18,0,45,8,0,0,1,0,0,2,0
2008,TUN,1,0,0,0,1,257,195,0,34,28,0,25,21,0,15,37,0,0,0,0,0,1,0
2012,TUN,1,1,1,0,3,271,198,150,37,27,23,25,21,17,52,16,56,0,0,0,1,0,0
2016,TUN,0,0,3,0,3,300,221,163,40,29,25,27,21,19,47,28,12,0,0,0,0,0,2
2020,TUN,1,1,0,0,2,301,237,172,40,31,24,27,23,18,64,45,8,0,0,1,0,0,2
2024,TUN,1,1,1,0,3,302,257,195,42,34,28,27,25,21,29,15,37,1,0,0,1,0,1
1906,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1936,TUR,1,0,1,0,2,102,0,0,18,0,0,14,0,0,7,0,0,0,0,0,0,0,0
1948,TUR,6,4,2,0,12,126,0,0,23,0,0,17,0,0,23,0,0,0,0,0,0,0,0
1952,TUR,2,0,1,0,3,109,0,0,20,0,0,14,0,0,40,0,0,0,0,0,0,0,0
